text,label
asking do u knw them or nt? may be ur frnds or classmates?,ham
8007 25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys :zed 08701417012 profit 2 charity ,spam
"good! no, don‘t need any receipts—well done! (…) yes, please tell . what‘s her number, i could ring her",ham
well. balls. time to make calls,ham
"yup, no need. i'll jus wait 4 e rain 2 stop.",ham
you have won a nokia 7250i. this is what you get when you win our free auction. to take part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+ ,spam
how come u got nothing to do?,ham
anytime lor...,ham
huh i cant thk of more oredi how many pages do we have?,ham
:-) yeah! lol. luckily i didn't have a starring role like you!,ham
nt joking seriously i told,ham
she.s fine. i have had difficulties with her phone. it works with mine. can you pls send her another friend request.,ham
yes.he have good crickiting mind,ham
oh god..taken the teeth?is it paining,ham
what is important is that you prevent dehydration by giving her enough fluids,ham
see? i thought it all through,ham
i'm in class. did you get my text.,ham
we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam
no:-)i got rumour that you going to buy apartment in chennai:-),ham
"dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving gopalettan. we are planning to give a small gift on that day. those who like to participate in that you are welcome. please contact our admin team for more details",ham
i knew it... u slept v late yest? wake up so late...,ham
"ur balance is now £600. next question: complete the landmark, big, a. bob, b. barry or c. ben ?. text a, b or c to 83738. good luck!",spam
ard 530 lor. i ok then message ü lor.,ham
yes. that will be fine. love you. be safe.,ham
hiya. how was last night? i've been naughty and bought myself clothes and very little ... ready for more shopping tho! what kind of time do you wanna meet?,ham
"oh right, ok. i'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",ham
ambrith..madurai..met u in arun dha marrge..remembr?,ham
how much for an eighth?,ham
indeed and by the way it was either or - not both !,ham
**free message**thanks for using the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare 08718726270,spam
k.k.how is your business now?,ham
hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? i get home tomorrow at 5ish.,ham
jay says that you're a double-faggot,ham
amazing : if you rearrange these letters it gives the same meaning... dormitory = dirty room astronomer = moon starer the eyes = they see election results = lies lets recount mother-in-law = woman hitler eleven plus two =twelve plus one its amazing... !:-),ham
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. joke,ham
wanna have a laugh? try chit-chat on your mobile now! logon by txting the word: chat and send it to no: 8883 cm po box 4217 london w1a 6zf 16+ 118p/msg rcvd,spam
"0a$networks allow companies to bill for sms, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. b. g.",spam
"fantasy football is back on your tv. go to sky gamestar on sky active and play £250k dream team. scoring starts on saturday, so register now!sky opt out to 88088",spam
an excellent thought by a misundrstud frnd: i knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( gn:-),ham
"i don,t think so. you don't need to be going out that late on a school night. especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday",ham
ok ill send you with in  &lt;decimal&gt;  ok.,ham
no da. . vijay going to talk in jaya tv,ham
" came to look at the flat, seems ok, in his 50s? * is away alot wiv work. got woman coming at 6.30 too.",ham
in sch but neva mind u eat 1st lor..,ham
you are being ripped off! get your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3,spam
shopping? eh ger i toking abt syd leh...haha,ham
now press conference da:),ham
good words.... but words may leave u in dismay many times.,ham
what is your record for one night? :),ham
eat at old airport road... but now 630 oredi... got a lot of pple...,ham
* was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,ham
well obviously not because all the people in my cool college life went home ;_;,ham
i just saw ron burgundy captaining a party boat so yeah,ham
u calling me right? call my hand phone...,ham
pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,ham
"sorry, i'll call later",ham
k sure am in my relatives home. sms me de. pls:-),ham
how are you? i miss you!,ham
if he started searching he will get job in few days.he have great potential and talent.,ham
easy ah?sen got selected means its good..,ham
midnight at the earliest,ham
"sms services. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae",spam
"k, wat s tht incident?",ham
i am going to sleep. i am tired of travel.,ham
i'm very happy for you babe ! woo hoo party on dude!,ham
where is that one day training:-),ham
great! i hope you like your man well endowed. i am  &lt;#&gt;  inches...,ham
"today is sorry day.! if ever i was angry with you, if ever i misbehaved or hurt you? plz plz just slap urself bcoz, its ur fault, i'm basically good",ham
thanx4 today cer it was nice 2 catch up but we ave 2 find more time more often oh well take care c u soon.c,ham
the world's most happiest frnds never have the same characters... dey just have the best understanding of their differences...,ham
"no dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",ham
that's the way you should stay oh.,ham
ok but tell me half an hr b4 u come i need 2 prepare.,ham
did u got that persons story,ham
yeah right! i'll bring my tape measure fri!,ham
lmao!nice 1,ham
i am not having her number sir,ham
i am on the way to ur home,ham
stupid.its not possible,ham
"aight, you close by or still down around alex's place?",ham
if i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. and tell dad not to buy bb from anyone oh.,ham
free camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. call 08001950382 or call2optout/j mf,spam
you're right i have now that i think about it,ham
that is wondarfull song,ham
did u turn on the heater? the heater was on and set to &lt;#&gt; degrees.,ham
i'm leaving my house now.,ham
"probably not, i'm almost out of gas and i get some cash tomorrow",ham
"sorry, i'll call later",ham
o. guess they both got screwd,ham
me too. mark is taking forever to pick up my prescription and the pain is coming back.,ham
"al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? hav 2go, thanx.xx",ham
"aight no rush, i'll ask jay",ham
cheers for callin babe.sozi culdnt talkbut i wannatell u details later wenwecan chat properly x,ham
u have won a nokia 6230 plus a free digital camera. this is what u get when u win our free auction. to take part send nokia to 83383 now. pobox114/14tcr/w1 16,spam
also tell him i said happy birthday,ham
"yeah there's quite a bit left, i'll swing by tomorrow when i get up",ham
well. you know what i mean. texting,ham
"if you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",ham
"guy, no flash me now. if you go call me, call me. how madam. take care oh.",ham
ok lor.,ham
i just made some payments so dont have that much. sorry. would you want it fedex or the other way.,ham
sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. £1.50 sp:tyrone,spam
not tonight mate. catching up on some sleep. this is my new number by the way. ,ham
i know that my friend already told that.,ham
recpt 1/3. you have ordered a ringtone. your order is being processed...,spam
i think steyn surely get one wicket:),ham
what class of  &lt;#&gt;  reunion?,ham
can you open the door?,ham
you won't believe it but it's true. it's incredible txts! reply g now to learn truly amazing things that will blow your mind. from o2fwd only 18p/txt,spam
"urgent! please call 09066612661 from your landline, your complimentary 4* lux costa del sol holiday or £1000 cash await collection. ppm 150 sae t&cs james 28, eh74rr",spam
"come round, it's . ",ham
great! i have to run now so ttyl!,ham
"someone u know has asked our dating service 2 contact you! cant guess who? call 09058095107 now all will be revealed. pobox 7, s3xy 150p ",spam
bognor it is! should be splendid at this time of year.,ham
for taking part in our mobile survey yesterday! you can now have 500 texts 2 use however you wish. 2 get txts just send txt to 80160 t&c www.txt43.com 1.50p,spam
i'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,ham
great escape. i fancy the bridge but needs her lager. see you tomo ,ham
then ur physics get a-?,ham
eh sorry leh... i din c ur msg. not sad already lar. me watching tv now. u still in office?,ham
pls come quick cant bare this.,ham
